scan_index,header_stamp,start_stamp,end_stamp,duration_s,packet_count,translation_m,speed_mps,rotation_rad,rotation_deg,angular_rate_radps,angular_rate_degps
18,1517157220.903538942337,1517157220.903538942337,1517157221.003011941910,0.099472999573,76,0.004216128748,0.042384654789,0.005917879255,0.339069504988,0.059492317318,3.408658695773
19,1517157221.004338979721,1517157221.004338979721,1517157221.103872060776,0.099533081055,76,0.004098479531,0.041177058794,0.001461572132,0.083741914641,0.014684285033,0.841347557549
20,1517157221.105199098587,1517157221.105199098587,1517157221.204731941223,0.099532842636,76,0.004098469713,0.041177058794,0.001461568631,0.083741714048,0.014684285033,0.841347557549
21,1517157221.206058979034,1517157221.206058979034,1517157221.305592060089,0.099533081055,76,0.007688057652,0.077241230463,0.003763540732,0.215634999954,0.037811958515,2.166465638048
22,1517157221.306919097900,1517157221.306919097900,1517157221.406451940536,0.099532842636,76,0.007688039237,0.077241230463,0.003763531717,0.215634483428,0.037811958515,2.166465638048
23,1517157221.407778978348,1517157221.407778978348,1517157221.507312059402,0.099533081055,76,0.015643356223,0.157167406623,0.017249384733,0.988316944401,0.173303032020,9.929532311553
24,1517157221.508639097214,1517157221.508639097214,1517157221.608171939850,0.099532842636,76,0.015643318751,0.157167406623,0.017249343414,0.988314577016,0.173303032020,9.929532311553
25,1517157221.609498977661,1517157221.609498977661,1517157221.709032058716,0.099533081055,76,0.017355688108,0.174371052563,0.011365952039,0.651221081958,0.114192707772,6.542760206529
26,1517157221.710359096527,1517157221.710359096527,1517157221.809891939163,0.099532842636,76,0.017355646535,0.174371052563,0.011365924813,0.651219522042,0.114192707772,6.542760206529
27,1517157221.811218976974,1517157221.811218976974,1517157221.910752058029,0.099533081055,76,0.001639093085,0.016467822229,0.003822170746,0.218994252313,0.038401009045,2.200215747297
28,1517157221.912080049515,1517157221.912080049515,1517157222.011558055878,0.099478006363,76,0.001638186124,0.016467822229,0.003820055822,0.218873076109,0.038401009045,2.200215747297
29,1517157222.012886047363,1517157222.012886047363,1517157222.112417936325,0.099531888962,76,0.006902889262,0.069353544211,0.002380024617,0.136365365681,0.023912181730,1.370067092100
30,1517157222.113745927811,1517157222.113745927811,1517157222.213279008865,0.099533081055,76,0.006902971937,0.069353544211,0.002380053122,0.136366998928,0.023912181730,1.370067092100
31,1517157222.214606046677,1517157222.214606046677,1517157222.314138889313,0.099532842636,76,0.001242062464,0.012478920834,0.000282018978,0.016158497156,0.002833426335,0.162343370574
32,1517157222.315465927124,1517157222.315465927124,1517157222.414999008179,0.099533081055,76,0.001242065439,0.012478920834,0.000282019653,0.016158535862,0.002833426335,0.162343370574
33,1517157222.416326045990,1517157222.416326045990,1517157222.515858888626,0.099532842636,76,0.002351891402,0.023629300033,0.000540695653,0.030979578946,0.005432334084,0.311249815896
34,1517157222.517185926437,1517157222.517185926437,1517157222.616719007492,0.099533081055,76,0.002351897035,0.023629300033,0.000540696949,0.030979653154,0.005432334084,0.311249815896
35,1517157222.618046045303,1517157222.618046045303,1517157222.717578887939,0.099532842636,76,0.001490299897,0.014972946193,0.000576461223,0.033028795131,0.005791668436,0.331838157695
36,1517157222.718905925751,1517157222.718905925751,1517157222.818439006805,0.099533081055,76,0.001490303467,0.014972946193,0.000576462604,0.033028874247,0.005791668436,0.331838157695
37,1517157222.819766044617,1517157222.819766044617,1517157222.919298887253,0.099532842636,76,0.008210217631,0.082487522844,0.001994120589,0.114254693567,0.020034799929,1.147909479330
38,1517157222.920625925064,1517157222.920625925064,1517157223.020088911057,0.099462985992,76,0.008204455329,0.082487522844,0.001992721025,0.114174504463,0.020034799929,1.147909479330
39,1517157223.021415948868,1517157223.021415948868,1517157223.120949029922,0.099533081055,76,0.004426149327,0.044469128055,0.001339330741,0.076737998844,0.013456136664,0.770979839376
40,1517157223.122276067734,1517157223.122276067734,1517157223.221808910370,0.099532842636,76,0.004426138725,0.044469128055,0.001339327533,0.076737815028,0.013456136664,0.770979839376
41,1517157223.223135948181,1517157223.223135948181,1517157223.322669029236,0.099533081055,76,0.002857684812,0.028710904778,0.001222149306,0.070023997172,0.012278825222,0.703524862585
42,1517157223.323996067047,1517157223.323996067047,1517157223.423528909683,0.099532842636,76,0.002857677967,0.028710904778,0.001222146379,0.070023829438,0.012278825222,0.703524862585
43,1517157223.424855947495,1517157223.424855947495,1517157223.524389028549,0.099533081055,76,0.002614577274,0.026268424992,0.001634220924,0.093633961737,0.016418872064,0.940732073647
44,1517157223.525716066360,1517157223.525716066360,1517157223.625248908997,0.099532842636,76,0.002614571011,0.026268424992,0.001634217009,0.093633737449,0.016418872064,0.940732073647
45,1517157223.626575946808,1517157223.626575946808,1517157223.726109027863,0.099533081055,76,0.002383899848,0.023950829443,0.000602171172,0.034501866673,0.006049960125,0.346637181406
46,1517157223.727436065674,1517157223.727436065674,1517157223.826968908310,0.099532842636,76,0.002383894138,0.023950829443,0.000602169729,0.034501784029,0.006049960125,0.346637181406
47,1517157223.828295946121,1517157223.828295946121,1517157223.927829027176,0.099533081055,76,0.012608210470,0.126673567583,0.003828159180,0.219337364340,0.038461174313,2.203662963267
48,1517157223.929156064987,1517157223.929156064987,1517157224.028629064560,0.099472999573,76,0.012600599734,0.126673567583,0.003825848376,0.219204965004,0.038461174313,2.203662963267
49,1517157224.029957056046,1517157224.029957056046,1517157224.129488945007,0.099531888962,76,0.016435092664,0.165123889796,0.003829008878,0.219386048418,0.038470171899,2.204178486982
50,1517157224.130816936493,1517157224.130816936493,1517157224.230349063873,0.099532127380,76,0.016435132033,0.165123889796,0.003829018050,0.219386573935,0.038470171899,2.204178486982
51,1517157224.231677055359,1517157224.231677055359,1517157224.331209897995,0.099532842636,76,0.043712766129,0.439179319824,0.001619275839,0.092777671417,0.016268759092,0.932131233874
52,1517157224.332536935806,1517157224.332536935806,1517157224.432070016861,0.099533081055,76,0.043712870838,0.439179319824,0.001619279717,0.092777893655,0.016268759092,0.932131233874
53,1517157224.433397054672,1517157224.433397054672,1517157224.532929897308,0.099532842636,76,0.058328988809,0.586027558984,0.004904217319,0.280990954175,0.049272352610,2.823097851254
54,1517157224.534256935120,1517157224.534256935120,1517157224.633790016174,0.099533081055,76,0.058329128529,0.586027558984,0.004904229066,0.280991627254,0.049272352610,2.823097851254
55,1517157224.635117053986,1517157224.635117053986,1517157224.734649896622,0.099532842636,76,0.076348095112,0.767064348715,0.004075530293,0.233510685057,0.040946587929,2.346066673797
56,1517157224.735976934433,1517157224.735976934433,1517157224.835510015488,0.099533081055,76,0.076348277995,0.767064348715,0.004075540055,0.233511244403,0.040946587929,2.346066673797
57,1517157224.836837053299,1517157224.836837053299,1517157224.936369895935,0.099532842636,76,0.099652657323,1.001203770374,0.014893717869,0.853347175134,0.149636215286,8.573523598172
58,1517157224.937696933746,1517157224.937696933746,1517157225.037167072296,0.099470138550,76,0.099589877756,1.001203770374,0.014884335067,0.852809580170,0.149636215286,8.573523598172
59,1517157225.038494110107,1517157225.038494110107,1517157225.138026952744,0.099532842636,76,0.116341504036,1.168875528463,0.014977849732,0.858167575844,0.150481482651,8.621953850764
60,1517157225.139353990555,1517157225.139353990555,1517157225.238887071609,0.099533081055,76,0.116341782717,1.168875528463,0.014977885610,0.858169631478,0.150481482651,8.621953850764
61,1517157225.240214109421,1517157225.240214109421,1517157225.339746952057,0.099532842636,76,0.137059937214,1.377032279835,0.037853616262,2.168852451118,0.380312821973,21.790319593777
62,1517157225.341073989868,1517157225.341073989868,1517157225.440607070923,0.099533081055,76,0.137060265524,1.377032279835,0.037853706936,2.168857646335,0.380312821973,21.790319593777
63,1517157225.441934108734,1517157225.441934108734,1517157225.541466951370,0.099532842636,76,0.146786022773,1.474749629223,0.065994877486,3.781227949413,0.663046244213,37.989751415388
64,1517157225.542793989182,1517157225.542793989182,1517157225.642327070236,0.099533081055,76,0.146786374381,1.474749629223,0.065995035568,3.781237006875,0.663046244213,37.989751415388
65,1517157225.643654108047,1517157225.643654108047,1517157225.743186950684,0.099532842636,76,0.166804648531,1.675875460936,0.021985007581,1.259648146959,0.220881942069,12.655603051191
66,1517157225.744513988495,1517157225.744513988495,1517157225.844047069550,0.099533081055,76,0.166805048091,1.675875460936,0.021985060243,1.259651164290,0.220881942069,12.655603051191
67,1517157225.845374107361,1517157225.845374107361,1517157225.944906949997,0.099532842636,76,0.175589973112,1.764141045925,0.005142079949,0.294619478999,0.051662142996,2.960022754258
68,1517157225.946233987808,1517157225.946233987808,1517157226.045706987381,0.099472999573,76,0.175484401508,1.764141045925,0.005138988328,0.294442342170,0.051662142996,2.960022754258
69,1517157226.047034025192,1517157226.047034025192,1517157226.146567106247,0.099533081055,76,0.182713091932,1.835702160487,0.004292614143,0.245948673463,0.043127511952,2.471024415770
70,1517157226.147893905640,1517157226.147893905640,1517157226.247426986694,0.099533081055,76,0.182713091932,1.835702160487,0.004292614143,0.245948673463,0.043127511952,2.471024415770
71,1517157226.248754024506,1517157226.248754024506,1517157226.348287105560,0.099533081055,76,0.198377406363,1.993080132365,0.043663757606,2.501749028516,0.438685883562,25.134849660097
72,1517157226.349615097046,1517157226.349615097046,1517157226.449146986008,0.099531888962,76,0.198375030426,1.993080132365,0.043663234652,2.501719065440,0.438685883562,25.134849660097
73,1517157226.450474977493,1517157226.450474977493,1517157226.550008058548,0.099533081055,76,0.201008505138,2.019514547409,0.090575078477,5.189569725825,0.909999745991,52.139144803263
74,1517157226.551335096359,1517157226.551335096359,1517157226.650867938995,0.099532842636,76,0.201008023649,2.019514547409,0.090574861517,5.189557294884,0.909999745991,52.139144803263
75,1517157226.652194976807,1517157226.652194976807,1517157226.751728057861,0.099533081055,76,0.185124166082,1.859926007722,0.053381500944,3.058534708193,0.536319185328,30.728825791217
76,1517157226.753055095673,1517157226.753055095673,1517157226.852587938309,0.099532842636,76,0.185123722641,1.859926007722,0.053381373076,3.058527381870,0.536319185328,30.728825791217
77,1517157226.853914976120,1517157226.853914976120,1517157226.953448057175,0.099533081055,76,0.188580550842,1.894651997543,0.020798068966,1.191641573745,0.208956346424,11.972316752563
78,1517157226.954775094986,1517157226.954775094986,1517157227.054245948792,0.099470853806,76,0.188462651860,1.894651997543,0.020785066187,1.190896569408,0.208956346424,11.972316752563
79,1517157227.055572986603,1517157227.055572986603,1517157227.155106067657,0.099533081055,76,0.193789099100,1.946981817968,0.008109888586,0.464662388319,0.081479328284,4.668421628222
80,1517157227.156433105469,1517157227.156433105469,1517157227.255965948105,0.099532842636,76,0.193788634903,1.946981817968,0.008109869160,0.464661275281,0.081479328284,4.668421628222
81,1517157227.257292985916,1517157227.257292985916,1517157227.356826066971,0.099533081055,76,0.189255239920,1.901430538617,0.027424034219,1.571281417996,0.275526829159,15.786524453444
82,1517157227.358153104782,1517157227.358153104782,1517157227.457685947418,0.099532842636,76,0.189254786584,1.901430538617,0.027423968529,1.571277654196,0.275526829159,15.786524453444
83,1517157227.459012985229,1517157227.459012985229,1517157227.558546066284,0.099533081055,76,0.186201432483,1.870749207294,0.017496860870,1.002496282558,0.175789402722,10.071990859068
84,1517157227.559873104095,1517157227.559873104095,1517157227.659405946732,0.099532842636,76,0.186200986461,1.870749207294,0.017496818958,1.002493881208,0.175789402722,10.071990859068
85,1517157227.660732984543,1517157227.660732984543,1517157227.760266065598,0.099533081055,76,0.201253645105,2.021977446815,0.085871085544,4.920050783905,0.862739147975,49.431311999689
86,1517157227.761593103409,1517157227.761593103409,1517157227.861125946045,0.099532842636,76,0.201253163028,2.021977446815,0.085870879851,4.920038998561,0.862739147975,49.431311999689
87,1517157227.862452983856,1517157227.862452983856,1517157227.961986064911,0.099533081055,76,0.185753915929,1.866253048344,0.084966862325,4.868242609678,0.853654497825,48.910799887759
88,1517157227.963313102722,1517157227.963313102722,1517157228.062784910202,0.099471807480,76,0.185639563934,1.866253048344,0.084914555862,4.865245670121,0.853654497825,48.910799887759
89,1517157228.064111948013,1517157228.064111948013,1517157228.163645029068,0.099533081055,76,0.157576532078,1.583157382529,0.052311217228,2.997211968380,0.525566140163,30.112721686302
90,1517157228.164972066879,1517157228.164972066879,1517157228.264504909515,0.099532842636,76,0.157576154623,1.583157382529,0.052311091924,2.997204788948,0.525566140163,30.112721686302
91,1517157228.265831947327,1517157228.265831947327,1517157228.365365028381,0.099533081055,76,0.157098846849,1.578358121585,0.011514048803,0.659706401511,0.115680622772,6.628011456293
92,1517157228.366692066193,1517157228.366692066193,1517157228.466224908829,0.099532842636,76,0.157098470539,1.578358121585,0.011514021222,0.659704821270,0.115680622772,6.628011456293
93,1517157228.467551946640,1517157228.467551946640,1517157228.567085027695,0.099533081055,76,0.166935613906,1.677187244055,0.021898346581,1.254682837398,0.220010737624,12.605686713437
94,1517157228.568413019180,1517157228.568413019180,1517157228.667944908142,0.099531888962,76,0.166933614543,1.677187244055,0.021898084308,1.254667810249,0.220010737624,12.605686713437
95,1517157228.669272899628,1517157228.669272899628,1517157228.768805027008,0.099532127380,76,0.165256447566,1.660332717842,0.077089914278,4.416926731166,0.774522923474,44.376894651176
96,1517157228.770133018494,1517157228.770133018494,1517157228.869666099548,0.099533081055,76,0.165258030983,1.660332717842,0.077090652921,4.416969052271,0.774522923474,44.376894651176
97,1517157228.870992898941,1517157228.870992898941,1517157228.970525979996,0.099533081055,76,0.164794959887,1.655680283791,0.070449790289,4.036475651137,0.707802768109,40.554111340321
98,1517157228.971853017807,1517157228.971853017807,1517157229.071324110031,0.099471092224,76,0.164692326203,1.655680283791,0.070405914423,4.033961749200,0.707802768109,40.554111340320
99,1517157229.072650909424,1517157229.072650909424,1517157229.172183990479,0.099533081055,76,0.172355937942,1.731644756853,0.028038634655,1.606495429014,0.281701664988,16.140316485647
100,1517157229.173511028290,1517157229.173511028290,1517157229.273044109344,0.099533081055,76,0.172355937942,1.731644756853,0.028038634655,1.606495429014,0.281701664988,16.140316485647
101,1517157229.274370908737,1517157229.274370908737,1517157229.373903989792,0.099533081055,76,0.158548151368,1.592919154997,0.004335189561,0.248388065229,0.043555263386,2.495532767573
102,1517157229.375231027603,1517157229.375231027603,1517157229.474764108658,0.099533081055,76,0.158548151368,1.592919154997,0.004335189561,0.248388065229,0.043555263386,2.495532767573
103,1517157229.476090908051,1517157229.476090908051,1517157229.575623989105,0.099533081055,76,0.186146577053,1.870198079679,0.005788305518,0.331645476691,0.058154589974,3.332012564833
104,1517157229.576951026917,1517157229.576951026917,1517157229.676484107971,0.099533081055,76,0.186146577053,1.870198079679,0.005788305518,0.331645476691,0.058154589974,3.332012564833
105,1517157229.677810907364,1517157229.677810907364,1517157229.777343988419,0.099533081055,76,0.129672052121,1.302803557837,0.001865698215,0.106896633555,0.018744503788,1.073980956106
106,1517157229.778671026230,1517157229.778671026230,1517157229.878204107285,0.099533081055,76,0.129672052121,1.302803557837,0.001865698215,0.106896633555,0.018744503788,1.073980956106
107,1517157229.879530906677,1517157229.879530906677,1517157229.979063987732,0.099533081055,76,0.199963391189,2.009014380645,0.001171533227,0.067123909470,0.011770289985,0.674387939760
108,1517157229.980391025543,1517157229.980391025543,1517157230.079862117767,0.099471092224,76,0.199838854737,2.009014380645,0.001170803601,0.067082104951,0.011770289985,0.674387939760
109,1517157230.081188917160,1517157230.081188917160,1517157230.180721998215,0.099533081055,76,0.174599672621,1.754187359323,0.003860165714,0.221171203631,0.038782741105,2.222087383286
110,1517157230.182049036026,1517157230.182049036026,1517157230.281582117081,0.099533081055,76,0.174599672621,1.754187359323,0.003860165714,0.221171203631,0.038782741105,2.222087383286
111,1517157230.282908916473,1517157230.282908916473,1517157230.382441997528,0.099533081055,76,0.187869230972,1.887505430163,0.026090455434,1.494872981969,0.262128481888,15.018855702336
112,1517157230.383769035339,1517157230.383769035339,1517157230.483302116394,0.099533081055,76,0.187869230972,1.887505430163,0.026090455434,1.494872981969,0.262128481888,15.018855702336
113,1517157230.484628915787,1517157230.484628915787,1517157230.584161996841,0.099533081055,76,0.184890499564,1.857578381022,0.029458881453,1.687869576434,0.295970758072,16.957875296824
114,1517157230.585489034653,1517157230.585489034653,1517157230.685022115707,0.099533081055,76,0.184890499564,1.857578381022,0.029458881453,1.687869576434,0.295970758072,16.957875296824
115,1517157230.686348915100,1517157230.686348915100,1517157230.785881996155,0.099533081055,76,0.171635785849,1.724409452916,0.005309572864,0.304216116153,0.053344805649,3.056432222625
116,1517157230.787209033966,1517157230.787209033966,1517157230.886742115021,0.099533081055,76,0.171635785849,1.724409452916,0.005309572864,0.304216116153,0.053344805649,3.056432222625
117,1517157230.888070106506,1517157230.888070106506,1517157230.987601995468,0.099531888962,76,0.189375051192,1.902657059636,0.002825668251,0.161898865072,0.028389577252,1.626602958720
118,1517157230.988929986954,1517157230.988929986954,1517157231.088402032852,0.099472045898,76,0.189261190365,1.902657059636,0.002823969331,0.161801524168,0.028389577252,1.626602958720
119,1517157231.089729070663,1517157231.089729070663,1517157231.189261913300,0.099532842636,76,0.197156170760,1.980815231817,0.003798906564,0.217661312887,0.038167367308,2.186829061867
120,1517157231.190588951111,1517157231.190588951111,1517157231.290122032166,0.099533081055,76,0.197156643023,1.980815231817,0.003798915664,0.217661834268,0.038167367308,2.186829061867
121,1517157231.291449069977,1517157231.291449069977,1517157231.390981912613,0.099532842636,76,0.182321262380,1.831769871642,0.005223082507,0.299260583720,0.052475970434,3.006651631700
122,1517157231.392308950424,1517157231.392308950424,1517157231.491842031479,0.099533081055,76,0.182321699108,1.831769871642,0.005223095019,0.299261300561,0.052475970434,3.006651631700
123,1517157231.493169069290,1517157231.493169069290,1517157231.592701911926,0.099532842636,76,0.183515562758,1.843768929904,0.004990737380,0.285948188507,0.050141614038,2.872902862344
124,1517157231.594028949738,1517157231.594028949738,1517157231.693562030792,0.099533081055,76,0.183516002346,1.843768929904,0.004990749334,0.285948873460,0.050141614038,2.872902862344
125,1517157231.694889068604,1517157231.694889068604,1517157231.794421911240,0.099532842636,76,0.197315696507,1.982417976634,0.002924134816,0.167540583687,0.029378592418,1.683269353610
126,1517157231.795748949051,1517157231.795748949051,1517157231.895282030106,0.099533081055,76,0.197316169153,1.982417976634,0.002924141820,0.167540985010,0.029378592418,1.683269353610
127,1517157231.896609067917,1517157231.896609067917,1517157231.996141910553,0.099532842636,76,0.183020708936,1.838797165723,0.003814235659,0.218539605349,0.038321377732,2.195653209145
128,1517157231.997468948364,1517157231.997468948364,1517157232.096940994263,0.099472045898,76,0.182908916067,1.838797165723,0.003811905845,0.218406116797,0.038321377732,2.195653209145
129,1517157232.098268032074,1517157232.098268032074,1517157232.197801113129,0.099533081055,76,0.196312624279,1.972335450677,0.001615340289,0.092552181038,0.016229180006,0.929863519317
130,1517157232.199127912521,1517157232.199127912521,1517157232.298660993576,0.099533081055,76,0.196312656127,1.972335770648,0.001615347517,0.092552595185,0.016229252628,0.929867680210
131,1517157232.299988031387,1517157232.299988031387,1517157232.399521112442,0.099533081055,76,0.177266896976,1.780984724852,0.002807644736,0.160866193757,0.028208156589,1.616208320411
132,1517157232.400847911835,1517157232.400847911835,1517157232.500380992889,0.099533081055,76,0.177266896976,1.780984724852,0.002807644736,0.160866193757,0.028208156589,1.616208320411
133,1517157232.501708030701,1517157232.501708030701,1517157232.601241111755,0.099533081055,76,0.193981245027,1.948912290986,0.003307506945,0.189506188640,0.033230227675,1.903951798059
134,1517157232.602567911148,1517157232.602567911148,1517157232.702100992203,0.099533081055,76,0.193981245027,1.948912290986,0.003307506945,0.189506188640,0.033230227675,1.903951798059
135,1517157232.703428030014,1517157232.703428030014,1517157232.802961111069,0.099533081055,76,0.183648515332,1.845100276072,0.003119219206,0.178718095853,0.031338517531,1.795564790708
136,1517157232.804287910461,1517157232.804287910461,1517157232.903820991516,0.099533081055,76,0.183648515332,1.845100276072,0.003119219206,0.178718095853,0.031338517531,1.795564790708
137,1517157232.905148029327,1517157232.905148029327,1517157233.004620075226,0.099472045898,76,0.215953625680,2.170998130475,0.002627802351,0.150561984100,0.026417495761,1.513611012426
138,1517157233.005947113037,1517157233.005947113037,1517157233.105479955673,0.099532842636,76,0.216085615284,2.170998130475,0.002629408448,0.150654006712,0.026417495761,1.513611012426
139,1517157233.106806993484,1517157233.106806993484,1517157233.206340074539,0.099533081055,76,0.197299715845,1.982252671717,0.002781725663,0.159381140251,0.027947749969,1.601288120113
140,1517157233.207668066025,1517157233.207668066025,1517157233.307199954987,0.099531888962,76,0.197297352816,1.982252671717,0.002781692347,0.159379231367,0.027947749969,1.601288120113
141,1517157233.308527946472,1517157233.308527946472,1517157233.408060073853,0.099532127380,76,0.229858648168,2.309391492147,0.006154028521,0.352599861271,0.061829568836,3.542573343414
142,1517157233.409388065338,1517157233.409388065338,1517157233.508920907974,0.099532842636,76,0.229860299973,2.309391492147,0.006154072745,0.352602395117,0.061829568836,3.542573343414
143,1517157233.510247945786,1517157233.510247945786,1517157233.609781026840,0.099533081055,76,0.216902538626,2.179200486182,0.002041347602,0.116960602132,0.020509237539,1.175092752003
144,1517157233.611108064651,1517157233.611108064651,1517157233.710640907288,0.099532842636,76,0.216902019064,2.179200486181,0.002041342713,0.116960321968,0.020509237539,1.175092752003
145,1517157233.711967945099,1517157233.711967945099,1517157233.811501026154,0.099533081055,76,0.233169036638,2.342628542870,0.003553314319,0.203589913737,0.035699832467,2.045449729671
146,1517157233.812828063965,1517157233.812828063965,1517157233.912360906601,0.099532842636,76,0.233168478112,2.342628542870,0.003553305807,0.203589426063,0.035699832467,2.045449729671
147,1517157233.913687944412,1517157233.913687944412,1517157234.013159036636,0.099471092224,76,0.245450476725,2.467555862074,0.002633850361,0.150908509534,0.026478550720,1.517109203885
148,1517157234.014486074448,1517157234.014486074448,1517157234.114018917084,0.099532842636,76,0.245602879218,2.467556162498,0.002635499414,0.151002993309,0.026478691292,1.517117258077
149,1517157234.115345954895,1517157234.115345954895,1517157234.214879035950,0.099533081055,76,0.263313983253,2.645492136515,0.003673569576,0.210480032479,0.036908026332,2.114674138981
150,1517157234.216206073761,1517157234.216206073761,1517157234.315738916397,0.099532842636,76,0.263313352519,2.645492136515,0.003673560777,0.210479528302,0.036908026332,2.114674138981
151,1517157234.317065954208,1517157234.317065954208,1517157234.416599035263,0.099533081055,76,0.264212859999,2.654523071115,0.003847540517,0.220447833145,0.038655896879,2.214819744443
152,1517157234.417926073074,1517157234.417926073074,1517157234.517458915710,0.099532842636,76,0.264212227111,2.654523071115,0.003847531301,0.220447305091,0.038655896879,2.214819744443
153,1517157234.518785953522,1517157234.518785953522,1517157234.618319034576,0.099533081055,76,0.281112910198,2.824316370188,0.005809490503,0.332859286946,0.058367433636,3.344207608349
154,1517157234.619646072388,1517157234.619646072388,1517157234.719178915024,0.099532842636,76,0.281112236828,2.824316370188,0.005809476587,0.332858489624,0.058367433636,3.344207608349
155,1517157234.720505952835,1517157234.720505952835,1517157234.820039033890,0.099533081055,76,0.277836342577,2.791396987146,0.008720959962,0.499674199133,0.087618707968,5.020182172981
156,1517157234.821366071701,1517157234.821366071701,1517157234.920898914337,0.099532842636,76,0.277835677056,2.791396987146,0.008720939072,0.499673002228,0.087618707968,5.020182172981
157,1517157234.922225952148,1517157234.922225952148,1517157235.021697044373,0.099471092224,76,0.282085854327,2.835857614706,0.016288889143,0.933284600850,0.163755004381,9.382470625205
158,1517157235.023024082184,1517157235.023024082184,1517157235.122556924820,0.099532842636,76,0.282260969703,2.835857614706,0.016299001082,0.933863972276,0.163755004381,9.382470625205
159,1517157235.123883962631,1517157235.123883962631,1517157235.223417043686,0.099533081055,76,0.286112880733,2.874550628810,0.009600960218,0.550094499787,0.096459992162,5.526750442748
160,1517157235.224744081497,1517157235.224744081497,1517157235.324276924133,0.099532842636,76,0.286112195387,2.874550628810,0.009600937221,0.550093182107,0.096459992162,5.526750442748
161,1517157235.325603961945,1517157235.325603961945,1517157235.425137042999,0.099533081055,76,0.290036410335,2.913969981253,0.015078707758,0.863946315018,0.151494433788,8.679991675761
162,1517157235.426464080811,1517157235.426464080811,1517157235.525996923447,0.099532842636,76,0.290035715590,2.913969981253,0.015078671638,0.863944245546,0.151494433788,8.679991675761
163,1517157235.527324914932,1517157235.527324914932,1517157235.626857042313,0.099532127380,76,0.319838286245,3.213417563380,0.043630883752,2.499865495437,0.438359803017,25.116166621086
164,1517157235.628185033798,1517157235.628185033798,1517157235.727718114853,0.099533081055,76,0.319841350798,3.213417563380,0.043631301805,2.499889448080,0.438359803017,25.116166621086
165,1517157235.729044914246,1517157235.729044914246,1517157235.828577995300,0.099533081055,76,0.306366429283,3.078036227118,0.061890826726,3.546083161950,0.621811623530,35.627181680444
166,1517157235.829905033112,1517157235.829905033112,1517157235.929438114166,0.099533081055,76,0.306366429283,3.078036227118,0.061890826726,3.546083161950,0.621811623530,35.627181680444
167,1517157235.930764913559,1517157235.930764913559,1517157236.030236959457,0.099472045898,76,0.306821967550,3.084504443224,0.022450471223,1.286317249161,0.225696285024,12.931444583682
168,1517157236.031563997269,1517157236.031563997269,1517157236.131097078323,0.099533081055,76,0.307010230761,3.084504443224,0.022464246631,1.287106521902,0.225696285024,12.931444583682
169,1517157236.132424116135,1517157236.132424116135,1517157236.231956958771,0.099532842636,76,0.311639163541,3.131018418518,0.013381060387,0.766678285576,0.134438643893,7.702766898546
170,1517157236.233283996582,1517157236.233283996582,1517157236.332817077637,0.099533081055,76,0.311639910034,3.131018418518,0.013381092440,0.766680122058,0.134438643893,7.702766898546
171,1517157236.334144115448,1517157236.334144115448,1517157236.433676958084,0.099532842636,76,0.361929186996,3.636279015155,0.017564624161,1.006378833156,0.176470637186,10.111022718751
172,1517157236.435003995895,1517157236.435003995895,1517157236.534537076950,0.099533081055,76,0.361930053953,3.636279015155,0.017564666235,1.006381243811,0.176470637186,10.111022718751
